epoch,train_loss,val_auc,val_f1
1,0.10562139047519496,99.99893333333333,99.86648865153538
2,0.014267269398604388,100.0,100.0
3,0.007900421337707934,100.0,100.0
4,0.0074325613835922975,100.0,100.0
5,0.008242562176740997,100.0,99.73262032085562
6,0.0029278950699288503,100.0,100.0
7,0.006182779276648477,99.99946666666666,99.59839357429718
