epoch,train_loss,val_auc,val_f1
1,0.27868469594526013,49.87413333333333,85.31951640759931
2,0.2779461054843434,50.718666666666664,85.71428571428571
3,0.2776541522226946,50.52799999999999,85.71428571428571
4,0.27785214331656083,50.329066666666655,85.71428571428571
5,0.2776481274945375,50.00026666666667,85.71428571428571
6,0.2776190183071595,50.0,85.71428571428571
7,0.27761293998072684,50.0,85.71428571428571
8,0.2776086709754041,50.0,85.71428571428571
9,0.2776153075871503,50.0,85.71428571428571
