name,auc,acc,f1
X3D 단독,0.9873105398213269,0.9720107686594875,0.98546462576835
AASIST 단독,0.7701513495533168,0.5500371333085778,0.7007655266082232
NLP 단독,0.5652709560919977,0.4170070553286298,0.5789755966747118
X3D+AASIST OR,0.9994540961794335,0.9956832528778314,0.9977855561111508
X3D+NLP OR,0.9884532883482228,0.9790660972892685,0.9892467990748909
AASIST+NLP OR,0.767627114616993,0.6772651318232454,0.8038147907790413
3방향 OR (최종),0.9978123930811633,0.9909487560341627,0.9953790374179483
