epoch,train_loss,val_loss,val_acc,val_auc,lr_pretrained,lr_head
0,0.22798033432366374,0.1723052907335971,91.69675090252709,98.48484848484847,9.960573506572391e-06,0.0004980286753286195
1,0.11220625310278802,0.06326798182729232,96.75090252707581,99.25840685334354,9.842915805643156e-06,0.0004921457902821578
2,0.09268317801102874,0.11192391311051324,96.028880866426,99.16890423219537,9.648882429441258e-06,0.0004824441214720629
3,0.0931003228149329,0.07593614656548847,94.94584837545126,99.33512338575629,9.381533400219319e-06,0.0004690766700109659
4,0.07415755189403847,0.07903242390862683,96.38989169675091,99.4501981843754,9.045084971874738e-06,0.0004522542485937369
5,0.06702700367047025,0.07302159870528807,96.38989169675091,99.53330776115587,8.644843137107058e-06,0.00043224215685535287
6,0.05196510509671125,0.09364504468303494,96.75090252707581,99.32873034138856,8.18711994874345e-06,0.0004093559974371724
7,0.0568041378510884,0.08544490542434298,98.19494584837545,99.81460171333589,7.679133974894982e-06,0.0003839566987447491
8,0.05256431179128203,0.08043192530338794,96.75090252707581,99.00268507863443,7.128896457825363e-06,0.0003564448228912681
